ISBN,popularity,avg_ratings,nvotes,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0743211375,3.1160653039863204,3.31,130,From a Buick 8 : A Novel,Stephen King,2002,Scribner,http://images.amazon.com/images/P/0743211375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg
0345384369,3.114709910343097,3.31,124,Intensity,DEAN KOONTZ,1996,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg
0452284449,3.1145709009307025,3.3,133,The Virgin Blue,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg
0060987561,3.110219356482028,3.21,242,I Know This Much Is True,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg
0385511612,3.1023705972783016,3.26,151,Bleachers,John Grisham,2003,Doubleday,http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg
0375760911,3.1023349996078005,3.31,112,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,http://images.amazon.com/images/P/0375760911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375760911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg
0385424728,3.1022298194452866,3.3,122,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
0451166892,3.0996799387708953,3.2,228,The Pillars of the Earth,Ken Follett,1996,Signet Book,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg
1573229326,3.0936751416935446,3.2,217,How to Be Good,Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg
0345384466,3.086574402089952,3.18,243,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg
0060921145,3.08531962374757,3.22,166,Animal Dreams,Barbara Kingsolver,1991,Perennial,http://images.amazon.com/images/P/0060921145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg
0679751521,3.083447660955055,3.23,148,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
0679429220,3.0788324722990486,3.16,264,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg
0743457358,3.076232967656866,3.25,119,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0743457358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg
0140254544,3.075095789075855,3.27,109,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books,http://images.amazon.com/images/P/0140254544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg
0671024248,3.0705914692360348,3.18,179,Hearts In Atlantis,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg
080411935X,3.066804975204164,3.26,105,Standing in the Rainbow,FANNIE FLAGG,2003,Ballantine Books,http://images.amazon.com/images/P/080411935X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411935X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg
0452268060,3.066159516506539,3.25,107,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books,http://images.amazon.com/images/P/0452268060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.LZZZZZZZ.jpg
0679745203,3.063125063836069,3.16,212,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
0446364193,3.0620477887358133,3.13,298,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg
0375706771,3.0618646248267782,3.11,380,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
0375506039,3.0616892789047463,3.22,122,Open House,Elizabeth Berg,2000,Random House Trade,http://images.amazon.com/images/P/0375506039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg
0140293248,3.05502145592474,3.11,367,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
0385508042,3.0538549029575925,3.14,210,The King of Torts,John Grisham,2003,Doubleday Books,http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg
0684848783,3.053631459550561,3.16,174,Tis : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg
0425182878,3.0520287701510393,3.18,144,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
0451177096,3.051189596438926,3.18,148,Dolores Claiborne,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg
0451156609,3.0507222959883467,3.16,170,The Tommyknockers,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
044651652X,3.0506303844377216,3.1,368,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
0671042858,3.049984139862591,3.14,214,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg
0440234743,3.043477049649145,3.09,422,The Testament,John Grisham,1999,Dell,http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234743.01.LZZZZZZZ.jpg
0446604844,3.0432588055564858,3.22,101,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg
0553279378,3.0388909815158316,3.14,175,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,http://images.amazon.com/images/P/0553279378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg
0375727132,3.0388170532002396,3.18,124,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage,http://images.amazon.com/images/P/0375727132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg
0345424719,3.0354898772116474,3.15,145,A Widow for One Year,JOHN IRVING,1999,Ballantine Books,http://images.amazon.com/images/P/0345424719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg
0399147195,3.035137077245907,3.18,119,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147195.01.LZZZZZZZ.jpg
0446612545,3.034972506657999,3.1,263,The Beach House,James Patterson,2003,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg
0802139256,3.0343527674859536,3.17,124,Peace Like a River,Leif Enger,2002,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg
0061020710,3.032980393679082,3.19,103,The Color of Magic,Terry Pratchett,2000,HarperTorch,http://images.amazon.com/images/P/0061020710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020710.01.LZZZZZZZ.jpg
0804106304,3.0318174796718154,3.06,519,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg
0553277472,3.030616267312865,3.12,184,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
0446606189,3.0291779191840726,3.11,198,Cat & Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg
0399150897,3.0284894464546963,3.15,135,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399150897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg
0451204530,3.027248899123702,3.17,109,Code to Zero,Ken Follett,2001,Signet Book,http://images.amazon.com/images/P/0451204530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.LZZZZZZZ.jpg
0312144075,3.0232426728557114,3.18,102,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin,http://images.amazon.com/images/P/0312144075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312144075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg
0446605409,3.022146320362517,3.16,112,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg
0743436210,3.0211710777578205,3.11,169,Hearts in Atlantis,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743436210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg
0345354613,3.017850337762578,3.16,107,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books,http://images.amazon.com/images/P/0345354613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354613.01.LZZZZZZZ.jpg
1558744630,3.0166442338597013,3.14,122,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558744630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg
0375727345,3.0133359201178735,3.04,552,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
0374129983,3.0115666090852087,3.12,133,The Corrections,Jonathan Franzen,2001,Farrar Straus & Giroux,http://images.amazon.com/images/P/0374129983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374129983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374129983.01.LZZZZZZZ.jpg
006019491X,3.0083498518071607,3.15,103,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins,http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg
0451188454,3.0080715234135886,3.14,110,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,http://images.amazon.com/images/P/0451188454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg
0671793489,3.0027800796674144,3.09,150,All Around the Town,Mary Higgins Clark,1993,Pocket Star,http://images.amazon.com/images/P/0671793489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793489.01.LZZZZZZZ.jpg
0380814021,2.9984901976081866,3.13,102,The Princess Diaries,Meg Cabot,2001,HarperTrophy,http://images.amazon.com/images/P/0380814021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380814021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380814021.01.LZZZZZZZ.jpg
0312976275,2.995650066389512,3.06,200,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg
0312983271,2.993543473156453,3.04,257,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg
0440221595,2.9905919180279743,3.08,145,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
0451151259,2.9885892075091767,3.11,102,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass,http://images.amazon.com/images/P/0451151259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451151259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451151259.01.LZZZZZZZ.jpg
0385497466,2.9864549996592364,3.07,144,The Brethren,JOHN GRISHAM,2000,Doubleday,http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg
014025448X,2.9862019869129925,3.04,212,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,http://images.amazon.com/images/P/014025448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg
1400031362,2.9811185084072527,3.07,128,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,http://images.amazon.com/images/P/1400031362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400031362.01.LZZZZZZZ.jpg
0743437640,2.980866755186016,3.07,125,The Mulberry Tree,Jude Deveraux,2003,Pocket,http://images.amazon.com/images/P/0743437640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437640.01.LZZZZZZZ.jpg
0553572997,2.979694425224581,3.02,309,The Alienist,Caleb Carr,1995,Bantam Books,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg
0553579754,2.9792774215502096,3.05,156,Fear Nothing,DEAN KOONTZ,1998,Bantam,http://images.amazon.com/images/P/0553579754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg
0553578022,2.971340999622062,3.06,120,The Face of Deception,Iris Johansen,1999,Bantam Books,http://images.amazon.com/images/P/0553578022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg
0345413873,2.9657043188584677,3.05,113,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg
0446605484,2.9596818785359202,3.0,230,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg
0385475721,2.95928931331791,3.05,104,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,http://images.amazon.com/images/P/0385475721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385475721.01.LZZZZZZZ.jpg
0440211727,2.958987066315808,2.98,517,A Time to Kill,JOHN GRISHAM,1992,Dell,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg
0446530522,2.9586816911286253,3.05,101,Cane River,Lalita Tademy,2001,Warner Books,http://images.amazon.com/images/P/0446530522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530522.01.LZZZZZZZ.jpg
0515128554,2.958129703395754,3.01,170,Heart of the Sea (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128554.01.LZZZZZZZ.jpg
0743437802,2.953935742162642,3.04,102,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket,http://images.amazon.com/images/P/0743437802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437802.01.LZZZZZZZ.jpg
0375502238,2.9538572241504233,3.01,145,Blessings,ANNA QUINDLEN,2002,Random House,http://images.amazon.com/images/P/0375502238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg
0316782505,2.952511612520063,3.03,117,The Weight of Water,Anita Shreve,2001,"Little, Brown",http://images.amazon.com/images/P/0316782505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg
0345348109,2.950456826523335,3.03,108,The Killer Angels,Michael Shaara,1993,Ballantine Books,http://images.amazon.com/images/P/0345348109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348109.01.LZZZZZZZ.jpg
0451188462,2.9487314423724063,3.03,101,Desperation,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg
0671028375,2.947638382624909,3.01,135,Fatal Voyage,Kathy Reichs,2002,Pocket,http://images.amazon.com/images/P/0671028375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg
0804111359,2.9464232955687404,2.99,167,Secret History,DONNA TARTT,1993,Ballantine Books,http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg
0345413903,2.9451434405621995,2.99,179,The Murder Book,Jonathan Kellerman,2003,Ballantine Books,http://images.amazon.com/images/P/0345413903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg
051513287X,2.942715192631613,2.97,237,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg
0446602620,2.9419576411172343,3.01,112,Blood Work,Michael Connelly,1998,Warner Books,http://images.amazon.com/images/P/0446602620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446602620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446602620.01.LZZZZZZZ.jpg
0515128546,2.937528811941968,2.98,161,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
0345397819,2.934133761964622,3.0,102,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books,http://images.amazon.com/images/P/0345397819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345397819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345397819.01.LZZZZZZZ.jpg
140003065X,2.9326654471472904,2.97,157,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg
051513628X,2.9309111013426,2.98,136,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg
038550926X,2.9290779504789084,2.97,144,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,http://images.amazon.com/images/P/038550926X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg
0671693816,2.927854070428556,2.98,126,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
0515126772,2.9210926663587173,2.95,170,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
